Model type,Regularization,Iteration,Accuracy,L0 Precision,L1 Precision,L0 Recall,L1 Recall,L0 F1,L1 F1,
All Data,4.0E-5,24,0.85,1.0,0.5,0.8235294117647058,1.0,0.9032258064516129,0.6666666666666666,
All Data,8.0E-5,0,0.85,0.85,0.0,1.0,0.0,0.9189189189189189,0.0,
All Data,8.0E-5,1,0.85,1.0,0.5,0.8235294117647058,1.0,0.9032258064516129,0.6666666666666666,
All Data,8.0E-5,2,0.85,1.0,0.5,0.8235294117647058,1.0,0.9032258064516129,0.6666666666666666,
All Data,8.0E-5,3,0.75,1.0,0.375,0.7058823529411765,1.0,0.8275862068965517,0.5454545454545454,
All Data,8.0E-5,4,0.7,0.9230769230769231,0.2857142857142857,0.7058823529411765,0.6666666666666666,0.8000000000000002,0.4,
All Data,8.0E-5,5,0.75,1.0,0.375,0.7058823529411765,1.0,0.8275862068965517,0.5454545454545454,
All Data,8.0E-5,6,0.75,1.0,0.375,0.7058823529411765,1.0,0.8275862068965517,0.5454545454545454,
All Data,8.0E-5,7,0.75,0.9285714285714286,0.3333333333333333,0.7647058823529411,0.6666666666666666,0.8387096774193549,0.4444444444444444,
All Data,8.0E-5,8,0.75,1.0,0.375,0.7058823529411765,1.0,0.8275862068965517,0.5454545454545454,
All Data,8.0E-5,9,0.7,0.9230769230769231,0.2857142857142857,0.7058823529411765,0.6666666666666666,0.8000000000000002,0.4,
All Data,8.0E-5,10,0.8,1.0,0.42857142857142855,0.7647058823529411,1.0,0.8666666666666666,0.6,
All Data,8.0E-5,11,0.75,1.0,0.375,0.7058823529411765,1.0,0.8275862068965517,0.5454545454545454,
All Data,8.0E-5,12,0.8,1.0,0.42857142857142855,0.7647058823529411,1.0,0.8666666666666666,0.6,
All Data,8.0E-5,13,0.8,1.0,0.42857142857142855,0.7647058823529411,1.0,0.8666666666666666,0.6,
All Data,8.0E-5,14,0.8,1.0,0.42857142857142855,0.7647058823529411,1.0,0.8666666666666666,0.6,
All Data,8.0E-5,15,0.8,1.0,0.42857142857142855,0.7647058823529411,1.0,0.8666666666666666,0.6,
All Data,8.0E-5,16,0.85,1.0,0.5,0.8235294117647058,1.0,0.9032258064516129,0.6666666666666666,
All Data,8.0E-5,17,0.8,1.0,0.42857142857142855,0.7647058823529411,1.0,0.8666666666666666,0.6,
All Data,8.0E-5,18,0.85,1.0,0.5,0.8235294117647058,1.0,0.9032258064516129,0.6666666666666666,
All Data,8.0E-5,19,0.8,1.0,0.42857142857142855,0.7647058823529411,1.0,0.8666666666666666,0.6,
All Data,8.0E-5,20,0.85,1.0,0.5,0.8235294117647058,1.0,0.9032258064516129,0.6666666666666666,
All Data,8.0E-5,21,0.8,1.0,0.42857142857142855,0.7647058823529411,1.0,0.8666666666666666,0.6,
All Data,8.0E-5,22,0.85,1.0,0.5,0.8235294117647058,1.0,0.9032258064516129,0.6666666666666666,
All Data,8.0E-5,23,0.8,1.0,0.42857142857142855,0.7647058823529411,1.0,0.8666666666666666,0.6,
All Data,8.0E-5,24,0.85,1.0,0.5,0.8235294117647058,1.0,0.9032258064516129,0.6666666666666666,
All Data,1.6E-4,0,0.85,0.85,0.0,1.0,0.0,0.9189189189189189,0.0,
All Data,1.6E-4,1,0.85,1.0,0.5,0.8235294117647058,1.0,0.9032258064516129,0.6666666666666666,
All Data,1.6E-4,2,0.85,1.0,0.5,0.8235294117647058,1.0,0.9032258064516129,0.6666666666666666,
All Data,1.6E-4,3,0.75,1.0,0.375,0.7058823529411765,1.0,0.8275862068965517,0.5454545454545454,
All Data,1.6E-4,4,0.7,0.9230769230769231,0.2857142857142857,0.7058823529411765,0.6666666666666666,0.8000000000000002,0.4,
All Data,1.6E-4,5,0.75,1.0,0.375,0.7058823529411765,1.0,0.8275862068965517,0.5454545454545454,
All Data,1.6E-4,6,0.75,1.0,0.375,0.7058823529411765,1.0,0.8275862068965517,0.5454545454545454,
All Data,1.6E-4,7,0.75,0.9285714285714286,0.3333333333333333,0.7647058823529411,0.6666666666666666,0.8387096774193549,0.4444444444444444,
All Data,1.6E-4,8,0.75,1.0,0.375,0.7058823529411765,1.0,0.8275862068965517,0.5454545454545454,
All Data,1.6E-4,9,0.7,0.9230769230769231,0.2857142857142857,0.7058823529411765,0.6666666666666666,0.8000000000000002,0.4,
All Data,1.6E-4,10,0.8,1.0,0.42857142857142855,0.7647058823529411,1.0,0.8666666666666666,0.6,
All Data,1.6E-4,11,0.75,1.0,0.375,0.7058823529411765,1.0,0.8275862068965517,0.5454545454545454,
All Data,1.6E-4,12,0.8,1.0,0.42857142857142855,0.7647058823529411,1.0,0.8666666666666666,0.6,
All Data,1.6E-4,13,0.8,1.0,0.42857142857142855,0.7647058823529411,1.0,0.8666666666666666,0.6,
All Data,1.6E-4,14,0.8,1.0,0.42857142857142855,0.7647058823529411,1.0,0.8666666666666666,0.6,
All Data,1.6E-4,15,0.8,1.0,0.42857142857142855,0.7647058823529411,1.0,0.8666666666666666,0.6,
All Data,1.6E-4,16,0.85,1.0,0.5,0.8235294117647058,1.0,0.9032258064516129,0.6666666666666666,
All Data,1.6E-4,17,0.8,1.0,0.42857142857142855,0.7647058823529411,1.0,0.8666666666666666,0.6,
All Data,1.6E-4,18,0.85,1.0,0.5,0.8235294117647058,1.0,0.9032258064516129,0.6666666666666666,
All Data,1.6E-4,19,0.8,1.0,0.42857142857142855,0.7647058823529411,1.0,0.8666666666666666,0.6,
All Data,1.6E-4,20,0.85,1.0,0.5,0.8235294117647058,1.0,0.9032258064516129,0.6666666666666666,
All Data,1.6E-4,21,0.8,1.0,0.42857142857142855,0.7647058823529411,1.0,0.8666666666666666,0.6,
All Data,1.6E-4,22,0.85,1.0,0.5,0.8235294117647058,1.0,0.9032258064516129,0.6666666666666666,
All Data,1.6E-4,23,0.8,1.0,0.42857142857142855,0.7647058823529411,1.0,0.8666666666666666,0.6,
All Data,1.6E-4,24,0.85,1.0,0.5,0.8235294117647058,1.0,0.9032258064516129,0.6666666666666666,
All Data,3.2E-4,0,0.85,0.85,0.0,1.0,0.0,0.9189189189189189,0.0,
All Data,3.2E-4,1,0.85,1.0,0.5,0.8235294117647058,1.0,0.9032258064516129,0.6666666666666666,
All Data,3.2E-4,2,0.85,1.0,0.5,0.8235294117647058,1.0,0.9032258064516129,0.6666666666666666,
All Data,3.2E-4,3,0.75,1.0,0.375,0.7058823529411765,1.0,0.8275862068965517,0.5454545454545454,
All Data,3.2E-4,4,0.7,0.9230769230769231,0.2857142857142857,0.7058823529411765,0.6666666666666666,0.8000000000000002,0.4,
All Data,3.2E-4,5,0.75,1.0,0.375,0.7058823529411765,1.0,0.8275862068965517,0.5454545454545454,
All Data,3.2E-4,6,0.75,1.0,0.375,0.7058823529411765,1.0,0.8275862068965517,0.5454545454545454,
All Data,3.2E-4,7,0.75,0.9285714285714286,0.3333333333333333,0.7647058823529411,0.6666666666666666,0.8387096774193549,0.4444444444444444,
All Data,3.2E-4,8,0.75,1.0,0.375,0.7058823529411765,1.0,0.8275862068965517,0.5454545454545454,
All Data,3.2E-4,9,0.7,0.9230769230769231,0.2857142857142857,0.7058823529411765,0.6666666666666666,0.8000000000000002,0.4,
All Data,3.2E-4,10,0.8,1.0,0.42857142857142855,0.7647058823529411,1.0,0.8666666666666666,0.6,
All Data,3.2E-4,11,0.75,1.0,0.375,0.7058823529411765,1.0,0.8275862068965517,0.5454545454545454,
All Data,3.2E-4,12,0.8,1.0,0.42857142857142855,0.7647058823529411,1.0,0.8666666666666666,0.6,
All Data,3.2E-4,13,0.8,1.0,0.42857142857142855,0.7647058823529411,1.0,0.8666666666666666,0.6,
All Data,3.2E-4,14,0.8,1.0,0.42857142857142855,0.7647058823529411,1.0,0.8666666666666666,0.6,
All Data,3.2E-4,15,0.8,1.0,0.42857142857142855,0.7647058823529411,1.0,0.8666666666666666,0.6,
All Data,3.2E-4,16,0.85,1.0,0.5,0.8235294117647058,1.0,0.9032258064516129,0.6666666666666666,
All Data,3.2E-4,17,0.8,1.0,0.42857142857142855,0.7647058823529411,1.0,0.8666666666666666,0.6,
All Data,3.2E-4,18,0.85,1.0,0.5,0.8235294117647058,1.0,0.9032258064516129,0.6666666666666666,
All Data,3.2E-4,19,0.8,1.0,0.42857142857142855,0.7647058823529411,1.0,0.8666666666666666,0.6,
All Data,3.2E-4,20,0.85,1.0,0.5,0.8235294117647058,1.0,0.9032258064516129,0.6666666666666666,
All Data,3.2E-4,21,0.8,1.0,0.42857142857142855,0.7647058823529411,1.0,0.8666666666666666,0.6,
All Data,3.2E-4,22,0.85,1.0,0.5,0.8235294117647058,1.0,0.9032258064516129,0.6666666666666666,
All Data,3.2E-4,23,0.8,1.0,0.42857142857142855,0.7647058823529411,1.0,0.8666666666666666,0.6,
All Data,3.2E-4,24,0.85,1.0,0.5,0.8235294117647058,1.0,0.9032258064516129,0.6666666666666666,
All Data,6.4E-4,0,0.85,0.85,0.0,1.0,0.0,0.9189189189189189,0.0,
All Data,6.4E-4,1,0.85,1.0,0.5,0.8235294117647058,1.0,0.9032258064516129,0.6666666666666666,
All Data,6.4E-4,2,0.85,1.0,0.5,0.8235294117647058,1.0,0.9032258064516129,0.6666666666666666,
All Data,6.4E-4,3,0.75,1.0,0.375,0.7058823529411765,1.0,0.8275862068965517,0.5454545454545454,
All Data,6.4E-4,4,0.7,0.9230769230769231,0.2857142857142857,0.7058823529411765,0.6666666666666666,0.8000000000000002,0.4,
All Data,6.4E-4,5,0.75,1.0,0.375,0.7058823529411765,1.0,0.8275862068965517,0.5454545454545454,
All Data,6.4E-4,6,0.75,1.0,0.375,0.7058823529411765,1.0,0.8275862068965517,0.5454545454545454,
All Data,6.4E-4,7,0.75,0.9285714285714286,0.3333333333333333,0.7647058823529411,0.6666666666666666,0.8387096774193549,0.4444444444444444,
All Data,6.4E-4,8,0.75,1.0,0.375,0.7058823529411765,1.0,0.8275862068965517,0.5454545454545454,
All Data,6.4E-4,9,0.7,0.9230769230769231,0.2857142857142857,0.7058823529411765,0.6666666666666666,0.8000000000000002,0.4,
All Data,6.4E-4,10,0.8,1.0,0.42857142857142855,0.7647058823529411,1.0,0.8666666666666666,0.6,
All Data,6.4E-4,11,0.75,1.0,0.375,0.7058823529411765,1.0,0.8275862068965517,0.5454545454545454,
All Data,6.4E-4,12,0.8,1.0,0.42857142857142855,0.7647058823529411,1.0,0.8666666666666666,0.6,
All Data,6.4E-4,13,0.8,1.0,0.42857142857142855,0.7647058823529411,1.0,0.8666666666666666,0.6,
All Data,6.4E-4,14,0.8,1.0,0.42857142857142855,0.7647058823529411,1.0,0.8666666666666666,0.6,
All Data,6.4E-4,15,0.8,1.0,0.42857142857142855,0.7647058823529411,1.0,0.8666666666666666,0.6,
All Data,6.4E-4,16,0.85,1.0,0.5,0.8235294117647058,1.0,0.9032258064516129,0.6666666666666666,
All Data,6.4E-4,17,0.8,1.0,0.42857142857142855,0.7647058823529411,1.0,0.8666666666666666,0.6,
All Data,6.4E-4,18,0.85,1.0,0.5,0.8235294117647058,1.0,0.9032258064516129,0.6666666666666666,
All Data,6.4E-4,19,0.8,1.0,0.42857142857142855,0.7647058823529411,1.0,0.8666666666666666,0.6,
All Data,6.4E-4,20,0.85,1.0,0.5,0.8235294117647058,1.0,0.9032258064516129,0.6666666666666666,
All Data,6.4E-4,21,0.8,1.0,0.42857142857142855,0.7647058823529411,1.0,0.8666666666666666,0.6,
All Data,6.4E-4,22,0.85,1.0,0.5,0.8235294117647058,1.0,0.9032258064516129,0.6666666666666666,
All Data,6.4E-4,23,0.8,1.0,0.42857142857142855,0.7647058823529411,1.0,0.8666666666666666,0.6,
All Data,6.4E-4,24,0.85,1.0,0.5,0.8235294117647058,1.0,0.9032258064516129,0.6666666666666666,
All Data,0.00128,0,0.85,0.85,0.0,1.0,0.0,0.9189189189189189,0.0,
All Data,0.00128,1,0.85,1.0,0.5,0.8235294117647058,1.0,0.9032258064516129,0.6666666666666666,
All Data,0.00128,2,0.85,1.0,0.5,0.8235294117647058,1.0,0.9032258064516129,0.6666666666666666,
All Data,0.00128,3,0.75,1.0,0.375,0.7058823529411765,1.0,0.8275862068965517,0.5454545454545454,
All Data,0.00128,4,0.7,0.9230769230769231,0.2857142857142857,0.7058823529411765,0.6666666666666666,0.8000000000000002,0.4,
All Data,0.00128,5,0.75,1.0,0.375,0.7058823529411765,1.0,0.8275862068965517,0.5454545454545454,
All Data,0.00128,6,0.75,1.0,0.375,0.7058823529411765,1.0,0.8275862068965517,0.5454545454545454,
All Data,0.00128,7,0.75,0.9285714285714286,0.3333333333333333,0.7647058823529411,0.6666666666666666,0.8387096774193549,0.4444444444444444,
All Data,0.00128,8,0.75,1.0,0.375,0.7058823529411765,1.0,0.8275862068965517,0.5454545454545454,
All Data,0.00128,9,0.7,0.9230769230769231,0.2857142857142857,0.7058823529411765,0.6666666666666666,0.8000000000000002,0.4,
All Data,0.00128,10,0.8,1.0,0.42857142857142855,0.7647058823529411,1.0,0.8666666666666666,0.6,
All Data,0.00128,11,0.75,1.0,0.375,0.7058823529411765,1.0,0.8275862068965517,0.5454545454545454,
All Data,0.00128,12,0.8,1.0,0.42857142857142855,0.7647058823529411,1.0,0.8666666666666666,0.6,
All Data,0.00128,13,0.8,1.0,0.42857142857142855,0.7647058823529411,1.0,0.8666666666666666,0.6,
All Data,0.00128,14,0.8,1.0,0.42857142857142855,0.7647058823529411,1.0,0.8666666666666666,0.6,
All Data,0.00128,15,0.8,1.0,0.42857142857142855,0.7647058823529411,1.0,0.8666666666666666,0.6,
All Data,0.00128,16,0.85,1.0,0.5,0.8235294117647058,1.0,0.9032258064516129,0.6666666666666666,
All Data,0.00128,17,0.8,1.0,0.42857142857142855,0.7647058823529411,1.0,0.8666666666666666,0.6,
All Data,0.00128,18,0.85,1.0,0.5,0.8235294117647058,1.0,0.9032258064516129,0.6666666666666666,
All Data,0.00128,19,0.8,1.0,0.42857142857142855,0.7647058823529411,1.0,0.8666666666666666,0.6,
All Data,0.00128,20,0.85,1.0,0.5,0.8235294117647058,1.0,0.9032258064516129,0.6666666666666666,
All Data,0.00128,21,0.8,1.0,0.42857142857142855,0.7647058823529411,1.0,0.8666666666666666,0.6,
All Data,0.00128,22,0.85,1.0,0.5,0.8235294117647058,1.0,0.9032258064516129,0.6666666666666666,
All Data,0.00128,23,0.8,1.0,0.42857142857142855,0.7647058823529411,1.0,0.8666666666666666,0.6,
All Data,0.00128,24,0.85,1.0,0.5,0.8235294117647058,1.0,0.9032258064516129,0.6666666666666666,
All Data,0.00256,0,0.85,0.85,0.0,1.0,0.0,0.9189189189189189,0.0,
All Data,0.00256,1,0.85,1.0,0.5,0.8235294117647058,1.0,0.9032258064516129,0.6666666666666666,
All Data,0.00256,2,0.85,1.0,0.5,0.8235294117647058,1.0,0.9032258064516129,0.6666666666666666,
All Data,0.00256,3,0.75,1.0,0.375,0.7058823529411765,1.0,0.8275862068965517,0.5454545454545454,
All Data,0.00256,4,0.7,0.9230769230769231,0.2857142857142857,0.7058823529411765,0.6666666666666666,0.8000000000000002,0.4,
All Data,0.00256,5,0.75,1.0,0.375,0.7058823529411765,1.0,0.8275862068965517,0.5454545454545454,
All Data,0.00256,6,0.75,1.0,0.375,0.7058823529411765,1.0,0.8275862068965517,0.5454545454545454,
All Data,0.00256,7,0.75,0.9285714285714286,0.3333333333333333,0.7647058823529411,0.6666666666666666,0.8387096774193549,0.4444444444444444,
All Data,0.00256,8,0.75,1.0,0.375,0.7058823529411765,1.0,0.8275862068965517,0.5454545454545454,
All Data,0.00256,9,0.7,0.9230769230769231,0.2857142857142857,0.7058823529411765,0.6666666666666666,0.8000000000000002,0.4,
All Data,0.00256,10,0.8,1.0,0.42857142857142855,0.7647058823529411,1.0,0.8666666666666666,0.6,
All Data,0.00256,11,0.75,1.0,0.375,0.7058823529411765,1.0,0.8275862068965517,0.5454545454545454,
All Data,0.00256,12,0.8,1.0,0.42857142857142855,0.7647058823529411,1.0,0.8666666666666666,0.6,
All Data,0.00256,13,0.8,1.0,0.42857142857142855,0.7647058823529411,1.0,0.8666666666666666,0.6,
All Data,0.00256,14,0.8,1.0,0.42857142857142855,0.7647058823529411,1.0,0.8666666666666666,0.6,
All Data,0.00256,15,0.8,1.0,0.42857142857142855,0.7647058823529411,1.0,0.8666666666666666,0.6,
All Data,0.00256,16,0.85,1.0,0.5,0.8235294117647058,1.0,0.9032258064516129,0.6666666666666666,
All Data,0.00256,17,0.8,1.0,0.42857142857142855,0.7647058823529411,1.0,0.8666666666666666,0.6,
All Data,0.00256,18,0.85,1.0,0.5,0.8235294117647058,1.0,0.9032258064516129,0.6666666666666666,
All Data,0.00256,19,0.8,1.0,0.42857142857142855,0.7647058823529411,1.0,0.8666666666666666,0.6,
All Data,0.00256,20,0.85,1.0,0.5,0.8235294117647058,1.0,0.9032258064516129,0.6666666666666666,
All Data,0.00256,21,0.8,1.0,0.42857142857142855,0.7647058823529411,1.0,0.8666666666666666,0.6,
All Data,0.00256,22,0.85,1.0,0.5,0.8235294117647058,1.0,0.9032258064516129,0.6666666666666666,
All Data,0.00256,23,0.8,1.0,0.42857142857142855,0.7647058823529411,1.0,0.8666666666666666,0.6,
All Data,0.00256,24,0.85,1.0,0.5,0.8235294117647058,1.0,0.9032258064516129,0.6666666666666666,
All Data,0.00512,0,0.85,0.85,0.0,1.0,0.0,0.9189189189189189,0.0,
All Data,0.00512,1,0.85,1.0,0.5,0.8235294117647058,1.0,0.9032258064516129,0.6666666666666666,
All Data,0.00512,2,0.85,1.0,0.5,0.8235294117647058,1.0,0.9032258064516129,0.6666666666666666,
All Data,0.00512,3,0.75,1.0,0.375,0.7058823529411765,1.0,0.8275862068965517,0.5454545454545454,
All Data,0.00512,4,0.7,0.9230769230769231,0.2857142857142857,0.7058823529411765,0.6666666666666666,0.8000000000000002,0.4,
All Data,0.00512,5,0.75,1.0,0.375,0.7058823529411765,1.0,0.8275862068965517,0.5454545454545454,
All Data,0.00512,6,0.75,1.0,0.375,0.7058823529411765,1.0,0.8275862068965517,0.5454545454545454,
All Data,0.00512,7,0.75,0.9285714285714286,0.3333333333333333,0.7647058823529411,0.6666666666666666,0.8387096774193549,0.4444444444444444,
All Data,0.00512,8,0.75,1.0,0.375,0.7058823529411765,1.0,0.8275862068965517,0.5454545454545454,
All Data,0.00512,9,0.7,0.9230769230769231,0.2857142857142857,0.7058823529411765,0.6666666666666666,0.8000000000000002,0.4,
All Data,0.00512,10,0.8,1.0,0.42857142857142855,0.7647058823529411,1.0,0.8666666666666666,0.6,
All Data,0.00512,11,0.8,1.0,0.42857142857142855,0.7647058823529411,1.0,0.8666666666666666,0.6,
All Data,0.00512,12,0.8,1.0,0.42857142857142855,0.7647058823529411,1.0,0.8666666666666666,0.6,
All Data,0.00512,13,0.8,1.0,0.42857142857142855,0.7647058823529411,1.0,0.8666666666666666,0.6,
All Data,0.00512,14,0.8,1.0,0.42857142857142855,0.7647058823529411,1.0,0.8666666666666666,0.6,
All Data,0.00512,15,0.8,1.0,0.42857142857142855,0.7647058823529411,1.0,0.8666666666666666,0.6,
All Data,0.00512,16,0.85,1.0,0.5,0.8235294117647058,1.0,0.9032258064516129,0.6666666666666666,
All Data,0.00512,17,0.8,1.0,0.42857142857142855,0.7647058823529411,1.0,0.8666666666666666,0.6,
All Data,0.00512,18,0.85,1.0,0.5,0.8235294117647058,1.0,0.9032258064516129,0.6666666666666666,
All Data,0.00512,19,0.8,1.0,0.42857142857142855,0.7647058823529411,1.0,0.8666666666666666,0.6,
All Data,0.00512,20,0.85,1.0,0.5,0.8235294117647058,1.0,0.9032258064516129,0.6666666666666666,
All Data,0.00512,21,0.8,1.0,0.42857142857142855,0.7647058823529411,1.0,0.8666666666666666,0.6,
All Data,0.00512,22,0.85,1.0,0.5,0.8235294117647058,1.0,0.9032258064516129,0.6666666666666666,
All Data,0.00512,23,0.8,1.0,0.42857142857142855,0.7647058823529411,1.0,0.8666666666666666,0.6,
All Data,0.00512,24,0.85,1.0,0.5,0.8235294117647058,1.0,0.9032258064516129,0.6666666666666666,
All Data,0.01024,0,0.85,0.85,0.0,1.0,0.0,0.9189189189189189,0.0,
All Data,0.01024,1,0.85,1.0,0.5,0.8235294117647058,1.0,0.9032258064516129,0.6666666666666666,
All Data,0.01024,2,0.85,1.0,0.5,0.8235294117647058,1.0,0.9032258064516129,0.6666666666666666,
All Data,0.01024,3,0.75,1.0,0.375,0.7058823529411765,1.0,0.8275862068965517,0.5454545454545454,
All Data,0.01024,4,0.7,0.9230769230769231,0.2857142857142857,0.7058823529411765,0.6666666666666666,0.8000000000000002,0.4,
All Data,0.01024,5,0.75,1.0,0.375,0.7058823529411765,1.0,0.8275862068965517,0.5454545454545454,
All Data,0.01024,6,0.75,1.0,0.375,0.7058823529411765,1.0,0.8275862068965517,0.5454545454545454,
All Data,0.01024,7,0.75,0.9285714285714286,0.3333333333333333,0.7647058823529411,0.6666666666666666,0.8387096774193549,0.4444444444444444,
All Data,0.01024,8,0.75,1.0,0.375,0.7058823529411765,1.0,0.8275862068965517,0.5454545454545454,
All Data,0.01024,9,0.75,0.9285714285714286,0.3333333333333333,0.7647058823529411,0.6666666666666666,0.8387096774193549,0.4444444444444444,
All Data,0.01024,10,0.8,1.0,0.42857142857142855,0.7647058823529411,1.0,0.8666666666666666,0.6,
All Data,0.01024,11,0.8,1.0,0.42857142857142855,0.7647058823529411,1.0,0.8666666666666666,0.6,
All Data,0.01024,12,0.8,1.0,0.42857142857142855,0.7647058823529411,1.0,0.8666666666666666,0.6,
All Data,0.01024,13,0.8,1.0,0.42857142857142855,0.7647058823529411,1.0,0.8666666666666666,0.6,
All Data,0.01024,14,0.8,1.0,0.42857142857142855,0.7647058823529411,1.0,0.8666666666666666,0.6,
All Data,0.01024,15,0.8,1.0,0.42857142857142855,0.7647058823529411,1.0,0.8666666666666666,0.6,
All Data,0.01024,16,0.85,1.0,0.5,0.8235294117647058,1.0,0.9032258064516129,0.6666666666666666,
All Data,0.01024,17,0.8,1.0,0.42857142857142855,0.7647058823529411,1.0,0.8666666666666666,0.6,
All Data,0.01024,18,0.85,1.0,0.5,0.8235294117647058,1.0,0.9032258064516129,0.6666666666666666,
All Data,0.01024,19,0.8,1.0,0.42857142857142855,0.7647058823529411,1.0,0.8666666666666666,0.6,
All Data,0.01024,20,0.85,1.0,0.5,0.8235294117647058,1.0,0.9032258064516129,0.6666666666666666,
All Data,0.01024,21,0.8,1.0,0.42857142857142855,0.7647058823529411,1.0,0.8666666666666666,0.6,
All Data,0.01024,22,0.85,1.0,0.5,0.8235294117647058,1.0,0.9032258064516129,0.6666666666666666,
All Data,0.01024,23,0.8,1.0,0.42857142857142855,0.7647058823529411,1.0,0.8666666666666666,0.6,
All Data,0.01024,24,0.85,1.0,0.5,0.8235294117647058,1.0,0.9032258064516129,0.6666666666666666,
All Data,0.02048,0,0.85,0.85,0.0,1.0,0.0,0.9189189189189189,0.0,
All Data,0.02048,1,0.85,1.0,0.5,0.8235294117647058,1.0,0.9032258064516129,0.6666666666666666,
All Data,0.02048,2,0.85,1.0,0.5,0.8235294117647058,1.0,0.9032258064516129,0.6666666666666666,
All Data,0.02048,3,0.8,1.0,0.42857142857142855,0.7647058823529411,1.0,0.8666666666666666,0.6,
All Data,0.02048,4,0.7,0.9230769230769231,0.2857142857142857,0.7058823529411765,0.6666666666666666,0.8000000000000002,0.4,
All Data,0.02048,5,0.8,1.0,0.42857142857142855,0.7647058823529411,1.0,0.8666666666666666,0.6,
All Data,0.02048,6,0.75,1.0,0.375,0.7058823529411765,1.0,0.8275862068965517,0.5454545454545454,
All Data,0.02048,7,0.75,0.9285714285714286,0.3333333333333333,0.7647058823529411,0.6666666666666666,0.8387096774193549,0.4444444444444444,
All Data,0.02048,8,0.75,1.0,0.375,0.7058823529411765,1.0,0.8275862068965517,0.5454545454545454,
All Data,0.02048,9,0.75,0.9285714285714286,0.3333333333333333,0.7647058823529411,0.6666666666666666,0.8387096774193549,0.4444444444444444,
All Data,0.02048,10,0.75,1.0,0.375,0.7058823529411765,1.0,0.8275862068965517,0.5454545454545454,
All Data,0.02048,11,0.75,0.9285714285714286,0.3333333333333333,0.7647058823529411,0.6666666666666666,0.8387096774193549,0.4444444444444444,
All Data,0.02048,12,0.75,0.9285714285714286,0.3333333333333333,0.7647058823529411,0.6666666666666666,0.8387096774193549,0.4444444444444444,
All Data,0.02048,13,0.75,0.9285714285714286,0.3333333333333333,0.7647058823529411,0.6666666666666666,0.8387096774193549,0.4444444444444444,
All Data,0.02048,14,0.8,0.9333333333333333,0.4,0.8235294117647058,0.6666666666666666,0.8749999999999999,0.5,
All Data,0.02048,15,0.75,0.9285714285714286,0.3333333333333333,0.7647058823529411,0.6666666666666666,0.8387096774193549,0.4444444444444444,
All Data,0.02048,16,0.8,0.9333333333333333,0.4,0.8235294117647058,0.6666666666666666,0.8749999999999999,0.5,
All Data,0.02048,17,0.75,0.9285714285714286,0.3333333333333333,0.7647058823529411,0.6666666666666666,0.8387096774193549,0.4444444444444444,
All Data,0.02048,18,0.8,0.9333333333333333,0.4,0.8235294117647058,0.6666666666666666,0.8749999999999999,0.5,
All Data,0.02048,19,0.75,0.9285714285714286,0.3333333333333333,0.7647058823529411,0.6666666666666666,0.8387096774193549,0.4444444444444444,
All Data,0.02048,20,0.8,0.9333333333333333,0.4,0.8235294117647058,0.6666666666666666,0.8749999999999999,0.5,
All Data,0.02048,21,0.75,0.9285714285714286,0.3333333333333333,0.7647058823529411,0.6666666666666666,0.8387096774193549,0.4444444444444444,
All Data,0.02048,22,0.8,0.9333333333333333,0.4,0.8235294117647058,0.6666666666666666,0.8749999999999999,0.5,
All Data,0.02048,23,0.75,0.9285714285714286,0.3333333333333333,0.7647058823529411,0.6666666666666666,0.8387096774193549,0.4444444444444444,
All Data,0.02048,24,0.8,0.9333333333333333,0.4,0.8235294117647058,0.6666666666666666,0.8749999999999999,0.5,
All Data,0.0409,0,0.85,0.85,0.0,1.0,0.0,0.9189189189189189,0.0,
All Data,0.0409,1,0.85,1.0,0.5,0.8235294117647058,1.0,0.9032258064516129,0.6666666666666666,
All Data,0.0409,2,0.8,1.0,0.42857142857142855,0.7647058823529411,1.0,0.8666666666666666,0.6,
All Data,0.0409,3,0.8,1.0,0.42857142857142855,0.7647058823529411,1.0,0.8666666666666666,0.6,
All Data,0.0409,4,0.7,0.9230769230769231,0.2857142857142857,0.7058823529411765,0.6666666666666666,0.8000000000000002,0.4,
All Data,0.0409,5,0.75,1.0,0.375,0.7058823529411765,1.0,0.8275862068965517,0.5454545454545454,
All Data,0.0409,6,0.75,1.0,0.375,0.7058823529411765,1.0,0.8275862068965517,0.5454545454545454,
All Data,0.0409,7,0.7,0.9230769230769231,0.2857142857142857,0.7058823529411765,0.6666666666666666,0.8000000000000002,0.4,
All Data,0.0409,8,0.75,1.0,0.375,0.7058823529411765,1.0,0.8275862068965517,0.5454545454545454,
All Data,0.0409,9,0.75,0.9285714285714286,0.3333333333333333,0.7647058823529411,0.6666666666666666,0.8387096774193549,0.4444444444444444,
All Data,0.0409,10,0.75,1.0,0.375,0.7058823529411765,1.0,0.8275862068965517,0.5454545454545454,
All Data,0.0409,11,0.75,0.9285714285714286,0.3333333333333333,0.7647058823529411,0.6666666666666666,0.8387096774193549,0.4444444444444444,
All Data,0.0409,12,0.75,0.9285714285714286,0.3333333333333333,0.7647058823529411,0.6666666666666666,0.8387096774193549,0.4444444444444444,
All Data,0.0409,13,0.75,0.9285714285714286,0.3333333333333333,0.7647058823529411,0.6666666666666666,0.8387096774193549,0.4444444444444444,
All Data,0.0409,14,0.8,0.9333333333333333,0.4,0.8235294117647058,0.6666666666666666,0.8749999999999999,0.5,
